event_date,event_type,bin,address,bbl,record_id,category_or_type,origin,ref_311,severity,status_or_disposition,amount,penalty_imposed,penalty_paid,balance_due,respondent_or_owner,description,inspector_comments,source_table
2024-12-13,work_permit_issued,1037552,235 E 42 ST,1013160023,M01060633-S7-ST,Structural (Initial Permit),applicant,,,Signed-off,100000.0,,,,235 GC LLC,Structural work as shown on the plans (courtyard framing).,,permits
2024-12-16,work_permit_issued,1037551,219 E 42 ST,1013160012,M01126216-I1-PMM,Protection and Mechanical Methods (Initial Permit),applicant,,,Permit Issued,12000.0,,,,219 GC LLC,"INSTALLATION OF TEMPORARY ROOF PROTECTION OVER ADJACENT PROPERTY AS PER PLANS. ROOF PROTECTION SHALL COMPLY WITH CHAPTER #33 OF THE 2022 CODE. NO CHANGE IN USE, EGRESS OR OCCUPANCY UNDER THIS APPLICATION",,permits
2024-12-16,work_permit_issued,1037552,235 E 42 ST,1013160023,M01126217-I1-PMM,Protection and Mechanical Methods (Initial Permit),applicant,,,Permit Issued,8000.0,,,,235 GC LLC,"INSTALLATION OF TEMPORARY ROOF PROTECTION OVER ADJACENT PROPERTY AS PER PLANS. ROOF PROTECTION SHALL COMPLY WITH CHAPTER #33 OF THE 2022 CODE. NO CHANGE IN USE, EGRESS OR OCCUPANCY UNDER THIS APPLICATION",,permits
2024-12-31,permit_job_filed,1037551,219 E 42 ST,1013160012,M01075131-S1,ALT-CO - New Building with Existing Elements to Remain,applicant,,,Permit Entire,1000.0,,,,219 GC LLC,"ALT-CO - New Building with Existing Elements to Remain filing; initial cost $1,000; dwelling units 0 -> 481; approved 2025-03-27; first permit 2025-06-12; signoff -",,permits_now
2024-12-31,permit_job_filed,1037551,219 E 42 ST,1013160012,M01075131-S2,ALT-CO - New Building with Existing Elements to Remain,applicant,,,Permit Entire,1000.0,,,,219 GC LLC,"ALT-CO - New Building with Existing Elements to Remain filing; initial cost $1,000; dwelling units 0 -> 481; approved 2025-03-11; first permit 2025-06-16; signoff -",,permits_now
2025-01-06,permit_job_filed,1037552,235 E 42 ST,1013160023,M01060633-S8,Alteration,applicant,,,Permit Entire,500000.0,,,,235 GC LLC,"Alteration filing; initial cost $500,000; dwelling units 0 -> 0; approved 2025-01-07; first permit 2025-02-13; signoff -",,permits_now
2025-01-06,work_permit_issued,1037552,235 E 42 ST,1013160023,M01060633-S7-ST,Structural (Renewal Permit with Changes),applicant,,,Signed-off,100000.0,,,,235 GC LLC,Structural work as shown on the plans (courtyard framing).,,permits
2025-01-23,work_permit_issued,1037552,235 E 42 ST,1013160023,M01060633-S5-ST,Structural (Initial Permit),applicant,,,Permit Issued,150000.0,,,,235 GC LLC,Structural work as shown on the plans.,,permits
2025-01-24,work_permit_issued,1037551,219 E 42 ST,1013160012,M01107273-I1-ST,Structural (Initial Permit),applicant,,,Signed-off,300000.0,,,,219 GC LLC,Structural work as shown on the plans.,,permits
2025-01-28,deed,1037552,235 E 42 ST,1013160023,2025020600890001,DEED,acris,,,,140000000.0,,,,235 FEE OWNER LLC,Property sale recorded; grantee 235 FEE OWNER LLC,,acris_master/acris_legals
2025-01-30,work_permit_issued,1037551,219 E 42 ST,1013160012,M01060280-S5-ST,Structural (Initial Permit),applicant,,,Permit Issued,2000000.0,,,,219 GC LLC,Structural work as shown on the plans.,,permits
2025-01-31,permit_job_filed,1037551,219 E 42 ST,1013160012,M01174335-I1,Alteration,applicant,,,LOC Issued,18000.0,,,,219 GC LLC,"Alteration filing; initial cost $18,000; dwelling units 1 -> 1; approved -; first permit 2025-01-31; signoff 2025-07-28",,permits_now
2025-01-31,work_permit_issued,1037551,219 E 42 ST,1013160012,M01174335-I1-PMM,Protection and Mechanical Methods (Initial Permit),applicant,,,Signed-off,18000.0,,,,219 GC LLC,"INSTALLATION OF TEMPORARY NEEDLE BEAMS AS PER PLANS.  NEEDLE BEAMS SHALL COMPLY WITH CHAPTER #33 OF THE 2022 CODE. NO CHANGE IN USE, EGRESS OR OCCUPANCY UNDER THIS APPLICATION.",,permits
2025-02-13,work_permit_issued,1037552,235 E 42 ST,1013160023,M01060633-S8-ST,Structural (Initial Permit),applicant,,,Permit Issued,500000.0,,,,235 GC LLC,Structural work as shown on the plans for courtyard demo.,,permits
2025-02-15,permit_job_filed,1037552,235 E 42 ST,1013160023,M01174037-I1,Alteration,applicant,,,Permit Entire,1000.0,,,,PLATINUM SERVICES NY LLC,"Alteration filing; initial cost $1,000; dwelling units 1 -> 1; approved -; first permit 2025-02-17; signoff -",,permits_now
2025-02-17,work_permit_issued,1037552,235 E 42 ST,1013160023,M01174037-I1-SF,Supported Scaffold (Initial Permit),applicant,,,Permit Issued,1000.0,,,,PLATINUM SERVICES NY LLC,"PROPOSED INSTALLATION OF TEMPORARY PIPE SCAFFOLD AS PER PLANS. WORK SHALL COMPLY WITH CHAPTER #33 OF 2022 THE NYC BUILDING CODE. NO CHANGE IN USE, OCCUPANCY, OR EGRESS UNDER THIS APPLICATION.",,permits
2025-02-26,permit_job_filed,1037551,219 E 42 ST,1013160012,M01089006-S1,Alteration,applicant,,,Permit Entire,250000.0,,,,219 GC LLC,"Alteration filing; initial cost $250,000; dwelling units 0 -> 0; approved 2025-03-18; first permit 2025-05-12; signoff -",,permits_now
2025-03-04,permit_job_filed,1037551,219 E 42 ST,1013160012,M01075131-S3,ALT-CO - New Building with Existing Elements to Remain,applicant,,,Permit Entire,9200000.0,,,,219 GC LLC,"ALT-CO - New Building with Existing Elements to Remain filing; initial cost $9,200,000; dwelling units 0 -> 481; approved 2025-03-27; first permit 2025-06-04; signoff -",,permits_now
2025-03-13,permit_job_filed,1037552,235 E 42 ST,1013160023,M01075133-S1,Alteration CO,applicant,,,Permit Entire,5000000.0,,,,235 GC LLC,"Alteration CO filing; initial cost $5,000,000; dwelling units 0 -> 927; approved 2025-05-23; first permit 2025-06-09; signoff -",,permits_now
2025-03-13,permit_job_filed,1037552,235 E 42 ST,1013160023,M01075133-S2,Alteration CO,applicant,,,Permit Entire,6300000.0,,,,235 GC LLC,"Alteration CO filing; initial cost $6,300,000; dwelling units 0 -> 927; approved 2025-04-28; first permit 2025-06-10; signoff -",,permits_now
2025-03-19,permit_job_filed,1037551,219 E 42 ST,1013160012,M01196582-I1,Alteration,applicant,,,LOC Issued,9000.0,,,,219 GC LLC,"Alteration filing; initial cost $9,000; dwelling units 1 -> 1; approved -; first permit 2025-03-20; signoff 2026-03-09",,permits_now
2025-03-20,work_permit_issued,1037551,219 E 42 ST,1013160012,M01196582-I1-PMM,Protection and Mechanical Methods (Initial Permit),applicant,,,Signed-off,9000.0,,,,219 GC LLC,"INSTALLATION OF TEMPORARY INTERIOR SAFETY NETTING PROTECTION AS PER PLANS.  NETTING SHALL COMPLY WITH CHAPTER #33 OF THE 2022 CODE. NO CHANGE IN USE, EGRESS OR OCCUPANCY UNDER THIS APPLICATION.",,permits
2025-03-26,permit_job_filed,1037551,219 E 42 ST,1013160012,M01107273-P1,Alteration,applicant,,,Approved,200000.0,,,,219 GC LLC,"Alteration filing; initial cost $200,000; dwelling units 0 -> 0; approved 2025-04-02; first permit -; signoff -",,permits_now
2025-04-04,permit_job_filed,1037552,235 E 42 ST,1013160023,M01075133-S3,Alteration CO,applicant,,,Permit Entire,4000000.0,,,,235 GC LLC,"Alteration CO filing; initial cost $4,000,000; dwelling units 0 -> 927; approved 2025-04-07; first permit 2025-05-29; signoff -",,permits_now
2025-04-04,work_permit_issued,1037551,219 E 42 ST,1013160012,M01107273-S1-ST,Structural (Initial Permit),applicant,,,Signed-off,200000.0,,,,219 GC LLC,Partial demolition work as shown on the plans.,,permits
2025-04-07,permit_job_filed,1037551,219 E 42 ST,1013160012,M01075131-S4,ALT-CO - New Building with Existing Elements to Remain,applicant,,,Permit Entire,1500000.0,,,,219 GC LLC,"ALT-CO - New Building with Existing Elements to Remain filing; initial cost $1,500,000; dwelling units 0 -> 481; approved 2025-04-10; first permit 2025-05-21; signoff -",,permits_now
2025-04-11,permit_job_filed,1037552,235 E 42 ST,1013160023,M01075133-S4,Alteration CO,applicant,,,Permit Entire,2000000.0,,,,235 GC LLC,"Alteration CO filing; initial cost $2,000,000; dwelling units 0 -> 927; approved 2025-05-06; first permit 2025-10-24; signoff -",,permits_now
2025-04-17,complaint,1037551,219 E 42 ST,1013160012,1693518,8A CONSTRUCTION SAFETY COMPLIANCE ACTION,agency,,D,04/18/2025 - A8 - ECB VIOLATION SERVED,,,,,,OATH WORK CONTRARY TO SWS PLANS ONSITE AT EXP#1 PARAPET/JERSEY BARRIERS,OATH WORK CONTRARY TO SWS PLANS ONSITE AT EXP#1 PARAPETJERSEY BARRIERS EXP#1,open_data+bis_scrape
2025-04-17,ecb_violation,1037551,219 E 42 ST,1013160012,39539256X,Construction,dob_enforcement,,CLASS - 2,RESOLVE / CURED/IN-VIO,,0.0,0.0,0.0,NORTHEAST SPECIALIST GROU,10 STORY ALTERATION ACTIVE SITE. OBSERVED WORK CONTRARY TO SIDEWALK SHED PLANS AT EXP#1 IN PLACE PERMIT#M01123510. OBSERVED 2 INCH WOOD BLOCKING ON TOP CONCRETE JERSEY BARRIERS AT BASE OF SHED MULTIPLE POSTS CO,,ecb_violations
2025-04-22,work_permit_issued,1037552,235 E 42 ST,1013160023,M01060633-S6-ST,Structural (Initial Permit),applicant,,,Permit Issued,100000.0,,,,235 GC LLC,Structural work as shown for partial demolition.,,permits
2025-04-23,permit_job_filed,1037551,219 E 42 ST,1013160012,M01123510-P1,Alteration,applicant,,,Approved,21000.0,,,,219 GC LLC,"Alteration filing; initial cost $21,000; dwelling units 1 -> 1; approved 2025-04-24; first permit -; signoff -",,permits_now
2025-04-25,permit_job_filed,1037551,219 E 42 ST,1013160012,M01126216-P1,Alteration,applicant,,,Approved,12000.0,,,,219 GC LLC,"Alteration filing; initial cost $12,000; dwelling units 1 -> 1; approved 2025-04-28; first permit -; signoff -",,permits_now
2025-05-03,complaint,1037551,219 E 42 ST,1013160012,1694763,8A CONSTRUCTION SAFETY COMPLIANCE ACTION,agency,,D,07/01/2025 - AF - CLASS 1 CONDITION RESOLVED,,,,,,FAILURE TO PROVIDE SAFETY MEASEURS,"AF-Complaint associated with Partial Stop Work Order ECB Violation #39539822L ,WAS FULLY RESCINDED ON05282025 - L2",open_data+bis_scrape
2025-05-03,ecb_violation,1037551,219 E 42 ST,1013160012,39539822L,Construction,dob_enforcement,,CLASS - 1,RESOLVE / IN VIOLATION,,1250.0,0.0,1250.0,NORTHEAST SPECIALIST GROU,OBSERVED HAND FULL OF WORKERS PERFORMING WELDING OPERATIONS BY THE EDGE OF A DEMOED AREA. WORKERS WERE TIED OFF USING ANCHORS BOLTED INTO THE GROUND AND A BEAM CLAMP. UPON REQUEST FOR THE DESIGN DRAWINGS AND/OR,,ecb_violations
2025-05-03,ecb_violation,1037551,219 E 42 ST,1013160012,39539823N,Unknown,dob_enforcement,,CLASS - 2,RESOLVE,,2500.0,0.0,2500.0,NORTHEAST SPECIALIST GROU,B.C 3301.5 UNSAFE CONDITIONS. ON THE 7TH FLOOR OF AN INTERIOR DEMO SITE A SCISSOR LIFT WAS LEFT STATIONARY ON THE OPPOSITE SIDE OF AN INSTALLED CONTROL ACCESS ZONE APPROX. 3' NEAR THE EDGE OF AN OPENING. THE LI,,ecb_violations
2025-05-06,permit_job_filed,1037552,235 E 42 ST,1013160023,M01088413-P1,Alteration,applicant,,,Approved,20400.0,,,,235 GC LLC,"Alteration filing; initial cost $20,400; dwelling units 1 -> 1; approved 2025-05-12; first permit -; signoff -",,permits_now
2025-05-06,permit_job_filed,1037552,235 E 42 ST,1013160023,M01114689-P1,Alteration,applicant,,,Approved,20400.0,,,,235 GC LLC,"Alteration filing; initial cost $20,400; dwelling units 1 -> 1; approved 2025-05-09; first permit -; signoff -",,permits_now
2025-05-08,permit_job_filed,1037552,235 E 42 ST,1013160023,M01216443-I1,Alteration,applicant,,,Permit Entire,1000.0,,,,235 GC LLC,"Alteration filing; initial cost $1,000; dwelling units 0 -> 0; approved 2025-05-09; first permit 2025-05-19; signoff -",,permits_now
2025-05-12,complaint,1037552,235 E 42 ST,1013160023,1695312,83 CONSTRUCTION - CONTRARY/BEYOND APPROVED PLANS/PERMITS,311,311-22895423,B,06/30/2025 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,,,,,,,AT TIME OF INSPECTION NO WORK HAS BEEN OBSERVED ON WINDOWS. PERMIT FOR REPLACMENT OF WINDOWS HAVE BEEN ISSUED 5/19/25 EXPIRES 1/09/26.,open_data+bis_scrape
2025-05-12,permit_job_filed,1037552,235 E 42 ST,1013160023,M01216443-P1,Alteration,applicant,,,Approved,1000.0,,,,235 GC LLC,"Alteration filing; initial cost $1,000; dwelling units 0 -> 0; approved 2025-05-13; first permit -; signoff -",,permits_now
2025-05-12,work_permit_issued,1037551,219 E 42 ST,1013160012,M01089006-S1-GC,General Construction (Initial Permit),applicant,,,Permit Issued,250000.0,,,,219 GC LLC,General construction work for masonry restoration.,,permits
2025-05-14,permit_job_filed,1037552,235 E 42 ST,1013160023,M01216443-P2,Alteration,applicant,,,Approved,1000.0,,,,235 GC LLC,"Alteration filing; initial cost $1,000; dwelling units 0 -> 0; approved 2025-05-15; first permit -; signoff -",,permits_now
2025-05-19,complaint,1037551,219 E 42 ST,1013160012,1695845,83 CONSTRUCTION - CONTRARY/BEYOND APPROVED PLANS/PERMITS,311,311-22977732,B,05/21/2025 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,,,,,,,At time of inspection. Actine jobsite. No work on the edge or hot work and no dust was observed. Training and licensing cards for hot work and fire watching were available when requested. No hazard or unsafe conditions noted at time of inspection. No action necessary.,open_data+bis_scrape
2025-05-19,work_permit_issued,1037552,235 E 42 ST,1013160023,M01216443-I1-GC,General Construction (Initial Permit),applicant,,,Permit Issued,1000.0,,,,235 GC LLC,Facade filing for exterior window replacement on floors 2-8.,,permits
2025-05-20,permit_job_filed,1037552,235 E 42 ST,1013160023,M01075133-P1,Alteration CO,applicant,,,Approved,4000000.0,,,,235 GC LLC,"Alteration CO filing; initial cost $4,000,000; dwelling units 0 -> 927; approved 2025-05-29; first permit -; signoff -",,permits_now
2025-05-21,work_permit_issued,1037551,219 E 42 ST,1013160012,M01075131-S4-EW-SD,Standpipe (Initial Permit),applicant,,,Permit Issued,1500000.0,,,,219 GC LLC,"New sprinkler/standpipe system for whole building, in conjunction with Alt-CO filing.",,permits
2025-05-21,work_permit_issued,1037551,219 E 42 ST,1013160012,M01075131-S4-EW-SD,Sprinklers (Initial Permit),applicant,,,Permit Issued,1500000.0,,,,219 GC LLC,"New sprinkler/standpipe system for whole building, in conjunction with Alt-CO filing.",,permits
2025-05-21,work_permit_issued,1037551,219 E 42 ST,1013160012,M01075131-S4-EW-SP,Standpipe (Initial Permit),applicant,,,Permit Issued,1500000.0,,,,219 GC LLC,"New sprinkler/standpipe system for whole building, in conjunction with Alt-CO filing.",,permits
2025-05-21,work_permit_issued,1037551,219 E 42 ST,1013160012,M01075131-S4-EW-SP,Sprinklers (Initial Permit),applicant,,,Permit Issued,1500000.0,,,,219 GC LLC,"New sprinkler/standpipe system for whole building, in conjunction with Alt-CO filing.",,permits
2025-05-28,complaint,1037551,219 E 42 ST,1013160012,1696401,10 DEBRIS/BUILDING - FALLING OR IN DANGER OF FALLING,311,311-23076927,A,05/29/2025 - H1 - PLEASE SEE COMPLAINT NUMBER 1696424,,,,,,"there is a building renovation, debris have been falling on the side of the building that's on 43rd street (the north side of the building). what was falling was construction material like: (wood and nails) that was not safely secured by construction workers. these materials where to board up the windows. the website (DOBNOW) says there is a Partial Stop Work Order but there is still ongoing construction even with this notice.",Please complaint 1696424,open_data+bis_scrape
2025-05-28,complaint,1037551,219 E 42 ST,1013160012,1696424,91 SITE CONDITIONS ENDANGERING WORKERS,agency,,A,06/03/2025 - L2 - STOP WORK ORDER FULLY RESCINDED,,,,,,SSM#2329 REPORTED THAT A PIECE OF WOOD FELL FROM THE BUILDING. NO INJURIES,At time of inspection observed violating conditions corrected as per means and methods provided scaffolding on roof to be removed. ok to full rescind.,open_data+bis_scrape
2025-05-28,ecb_violation,1037551,219 E 42 ST,1013160012,39540740X,Construction,dob_enforcement,,CLASS - 1,RESOLVE / DISMISSED,,0.0,0.0,0.0,NORTHEAST SPECIALIST GROU,DELIVERY TRUCK WAS DAMAGE ACROSS STREET WHEN DEMOLISHED PIECE OF THE CHIMNEY MATERIALS FELL ON TOP OF THE TRUCK MADE DAMAGE AND CREATED AN IMMEDIATE HAZARDOUS TO PUBLIC AND PROPERTIES.STOP ALL WORK FOR THE ENTI,,ecb_violations
2025-05-28,ecb_violation,1037551,219 E 42 ST,1013160012,39540741H,Unknown,dob_enforcement,,CLASS - 1,RESOLVE / DISMISSED,,0.0,0.0,0.0,NORTHEAST SPECIALIST GROU,"ON 8TH LEVEL IT WAS PIPE SCAFFOLD APPROXIMATELY 20 FEET HIGH. CONTRARY TO CODE THE GUARDRAILS AND TOEBOARDS WERE MISSING. WASN'T FULLY PLANKED. AN IMMEDIATE HAZARDOUS WERE CREATED.  STOP ALL USE OF SCAFFOLD, CA",,ecb_violations
2025-05-28,ecb_violation,1037551,219 E 42 ST,1013160012,39540745P,Construction,dob_enforcement,,CLASS - 1,RESOLVE / IN VIOLATION,,10000.0,10000.0,0.0,NORTHEAST SPECIALIST GROU,"DELIVERY TRUCK WAS DAMAGE ACROSS STREET WHEN DEMOLISHED PIECE OF THE CHIMNEY MATERIALS FELL ON TOP OF THE TRUCK MADE INCIDENT. FAILED TO PROVIDE NETTING DEBRIS FOR SCAFFOLD, MEANS AND METHODS, CREATED AN IMMEDI",,ecb_violations
2025-05-28,ecb_violation,1037551,219 E 42 ST,1013160012,39540746R,Unknown,dob_enforcement,,CLASS - 1,RESOLVE / IN VIOLATION,,5000.0,5000.0,0.0,NORTHEAST SPECIALIST GROU,"ON 8TH LEVEL IT WAS PIPE SCAFFOLD APPROXIMATELY 20 FEET HIGH. CONTRARY TO CODE 3314.1, THE GUARDRAILS AND TOE BOARDS WERE MISSING. WASN'T FULLY PLANKED. AN IMMEDIATE HAZARDOUS WERE CREATED.STOP ALL USE OF SCAFF",,ecb_violations
2025-05-29,work_permit_issued,1037551,219 E 42 ST,1013160012,M01075131-I1-GC,General Construction (Initial Permit),applicant,,,Permit Issued,96400000.0,,,,219 GC LLC,Application filed for the conversion and enlargement of existing building.,,permits
2025-05-29,work_permit_issued,1037552,235 E 42 ST,1013160023,M01075133-S3-ST,Structural (Initial Permit),applicant,,,Permit Issued,4000000.0,,,,235 GC LLC,Structural work as shown on the plans.,,permits
2025-05-30,permit_job_filed,1037552,235 E 42 ST,1013160023,M01126217-P1,Alteration,applicant,,,Approved,8000.0,,,,235 GC LLC,"Alteration filing; initial cost $8,000; dwelling units 1 -> 1; approved 2025-05-30; first permit -; signoff -",,permits_now
2025-05-30,work_permit_issued,1037551,219 E 42 ST,1013160012,M01060280-S3-EW-SP,Standpipe (Renewal Permit with Changes),applicant,,,Permit Issued,20000.0,,,,219 GC LLC,Demolition of sprinkler/standpipe system as shown.,,permits
2025-05-30,work_permit_issued,1037551,219 E 42 ST,1013160012,M01060280-S3-EW-SP,Sprinklers (Renewal Permit with Changes),applicant,,,Permit Issued,20000.0,,,,219 GC LLC,Demolition of sprinkler/standpipe system as shown.,,permits
2025-05-30,work_permit_issued,1037552,235 E 42 ST,1013160023,M01060633-S3-EW-SD,Standpipe (Renewal Permit with Changes),applicant,,,Permit Issued,25000.0,,,,235 GC LLC,Demolition of sprinkler/standpipe system as shown.,,permits
2025-05-30,work_permit_issued,1037552,235 E 42 ST,1013160023,M01060633-S3-EW-SD,Sprinklers (Renewal Permit with Changes),applicant,,,Permit Issued,25000.0,,,,235 GC LLC,Demolition of sprinkler/standpipe system as shown.,,permits
2025-05-30,work_permit_issued,1037552,235 E 42 ST,1013160023,M01060633-S3-EW-SP,Sprinklers (Renewal Permit with Changes),applicant,,,Permit Issued,25000.0,,,,235 GC LLC,Demolition of sprinkler/standpipe system as shown.,,permits
2025-05-30,work_permit_issued,1037552,235 E 42 ST,1013160023,M01060633-S3-EW-SP,Standpipe (Renewal Permit with Changes),applicant,,,Permit Issued,25000.0,,,,235 GC LLC,Demolition of sprinkler/standpipe system as shown.,,permits
2025-05-30,work_permit_issued,1037552,235 E 42 ST,1013160023,M01075133-I1-GC,General Construction (Initial Permit),applicant,,,Permit Issued,98700000.0,,,,235 GC LLC,Conversion of existing commercial office building to residential,,permits
2025-06-02,permit_job_filed,1037552,235 E 42 ST,1013160023,M01060633-S9,Alteration,applicant,,,Permit Entire,200000.0,,,,235 GC LLC,"Alteration filing; initial cost $200,000; dwelling units 0 -> 0; approved 2025-06-04; first permit 2026-06-05; signoff -",,permits_now
2025-06-02,work_permit_issued,1037551,219 E 42 ST,1013160012,M01060280-S3-EW-SD,Standpipe (Initial Permit),applicant,,,Permit Issued,20000.0,,,,219 GC LLC,Demolition of sprinkler/standpipe system as shown.,,permits
2025-06-02,work_permit_issued,1037551,219 E 42 ST,1013160012,M01060280-S3-EW-SD,Sprinklers (Initial Permit),applicant,,,Permit Issued,20000.0,,,,219 GC LLC,Demolition of sprinkler/standpipe system as shown.,,permits
2025-06-02,work_permit_issued,1037551,219 E 42 ST,1013160012,M01060280-S4-EW-SD,Standpipe (Renewal Permit with Changes),applicant,,,Permit Issued,65000.0,,,,219 GC LLC,Conversion to a temporary dry standpipe.,,permits
2025-06-02,work_permit_issued,1037552,235 E 42 ST,1013160023,M01060633-S4-EW-SD,Standpipe (Renewal Permit with Changes),applicant,,,Permit Issued,75000.0,,,,235 GC LLC,Conversion to a temporary dry standpipe.,,permits
2025-06-03,complaint,1037551,219 E 42 ST,1013160012,1696858,83 CONSTRUCTION - CONTRARY/BEYOND APPROVED PLANS/PERMITS,311,311-23144530,B,06/04/2025 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,,,,,,,At the time of inspection I observed all work fully rescinded posted on fence no work contrary to stop work order all safe to measure in place with super and SSM on site present action not require for complaint.,open_data+bis_scrape
2025-06-04,permit_job_filed,1037551,219 E 42 ST,1013160012,M01227390-I1,Alteration,applicant,,,Permit Entire,1000.0,,,,219 GC LLC,"Alteration filing; initial cost $1,000; dwelling units 0 -> 0; approved -; first permit 2025-06-04; signoff -",,permits_now
2025-06-04,work_permit_issued,1037551,219 E 42 ST,1013160012,M01075131-S3-ST,Structural (Initial Permit),applicant,,,Permit Issued,9200000.0,,,,219 GC LLC,Structural work as shown on the plans.,,permits
2025-06-04,work_permit_issued,1037551,219 E 42 ST,1013160012,M01227390-I1-PMM,Protection and Mechanical Methods (Initial Permit),applicant,,,Permit Issued,1000.0,,,,219 GC LLC,"Installation and use of temporary loading platforms as per plans filed herewith. No change in use, egress, or occupancy.",,permits
2025-06-06,permit_job_filed,1037552,235 E 42 ST,1013160023,M01232615-I1,Alteration,applicant,,,Permit Entire,0.0,,,,235 GC LLC,Alteration filing; initial cost $0; dwelling units nan -> nan; approved 2025-06-10; first permit 2025-06-10; signoff -,,permits_now
2025-06-07,complaint,1037552,235 E 42 ST,1013160023,1697206,04 AFTER HOURS WORK - ILLEGAL,311,311-23191479,B,06/08/2025 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,,,,,,,I2-NO VIOLATION WARRANTED AT TIME OF INSPECTION (NO CONSTRUCTION ACTIVITY OBSERVED),open_data+bis_scrape
2025-06-09,work_permit_issued,1037552,235 E 42 ST,1013160023,M01075133-S1-MS,Mechanical Systems (Initial Permit),applicant,,,Permit Issued,5000000.0,,,,235 GC LLC,Mechanical work associated with conversion of existing commercial building to residential.,,permits
2025-06-10,work_permit_issued,1037552,235 E 42 ST,1013160023,M01075133-S2-PL,Plumbing (Initial Permit),applicant,,,Permit Issued,6300000.0,,,,235 GC LLC,Plumbing work associated with conversion of existing commercial building to residential.,,permits
2025-06-10,work_permit_issued,1037552,235 E 42 ST,1013160023,M01232615-I1-SC,Suspended Scaffold (Initial Permit),applicant,,,Permit Issued,0.0,,,,235 GC LLC,Installation of outrigger for facade repair & inspection. AMEND TO ADD OUTRIGGER LOCATIONS AND TIEBACK DETAILS,,permits
2025-06-12,work_permit_issued,1037551,219 E 42 ST,1013160012,M01075131-S1-MS,Mechanical Systems (Initial Permit),applicant,,,Permit Issued,1000.0,,,,219 GC LLC,Mechanical work associated with Alt-CO M01075131-I1,,permits
2025-06-16,work_permit_issued,1037551,219 E 42 ST,1013160012,M01075131-S2-PL,Plumbing (Initial Permit),applicant,,,Permit Issued,1000.0,,,,219 GC LLC,Plumbing work in conjunction with Alt-CO M01075131-I1,,permits
2025-06-17,work_permit_issued,1037551,219 E 42 ST,1013160012,M01075131-I1-GC,General Construction (Renewal Permit Without Changes),applicant,,,Permit Issued,96400000.0,,,,219 GC LLC,Application filed for the conversion and enlargement of existing building.,,permits
2025-06-18,work_permit_issued,1037552,235 E 42 ST,1013160023,M01060633-I1-GC,General Construction (Renewal Permit Without Changes),applicant,,,Signed-off,750000.0,,,,235 GC LLC,General demolition as shown on the plans.,,permits
2025-06-18,work_permit_issued,1037552,235 E 42 ST,1013160023,M01060633-S1-MS,Mechanical Systems (Renewal Permit Without Changes),applicant,,,Permit Issued,50000.0,,,,235 GC LLC,Mechanical work as shown on the plans.,,permits
2025-06-20,work_permit_issued,1037551,219 E 42 ST,1013160012,M01060280-I1-GC,General Construction (Renewal Permit Without Changes),applicant,,,Signed-off,300000.0,,,,219 GC LLC,General demolition as shown on the plans.,,permits
2025-06-20,work_permit_issued,1037551,219 E 42 ST,1013160012,M01060280-S1-MS,Mechanical Systems (Renewal Permit Without Changes),applicant,,,Signed-off,30000.0,,,,219 GC LLC,Mechanical work as shown on the plans.,,permits
2025-06-20,work_permit_issued,1037551,219 E 42 ST,1013160012,M01089006-I1-GC,General Construction (Renewal Permit Without Changes),applicant,,,Permit Issued,45000.0,,,,219 GC LLC,Partial Masonry removal as shown.,,permits
2025-06-21,ecb_violation,1037551,219 E 42 ST,1013160012,35361031Y,Unknown,dob_enforcement,,CLASS - 1,ACTIVE / ADMIT/IN-VIO,,5000.0,5000.0,0.0,DEFALCO CONSTRUCTION INC,"AT TIME OF INCIDENT, USER OF CRANE CD4834, CN146/25, CD5603, CN145/25,DEFALCO WAS ATTEMPTING TO HOIST CRANE LTM 1100(70K LBS) WITH THE USE OF INAPPROPRIATE RIGGING FOR THIS OPERATION WHICH LED TO CRITICAL FAILU",,ecb_violations
2025-06-21,ecb_violation,1037551,219 E 42 ST,1013160012,35361032X,Unknown,dob_enforcement,,CLASS - 1,ACTIVE / PENDING,,5000.0,0.0,5000.0,"U. S. CRANE AND RIGGING,","AT TIME OF INCIDENT, USER OF CRANE CD4834, CN146/25, CD5603,CN145/25, US CRANE(RECORDED IN SITE LOG), WAS ATTEMPTING TO HOIST CRANE LTM 1100(70K LBS) WITH THE USE OF INAPPROPRIATE RIGGING FOR THIS OPERATION WHI",,ecb_violations
2025-06-21,ecb_violation,1037551,219 E 42 ST,1013160012,35361033H,Unknown,dob_enforcement,,CLASS - 1,ACTIVE / PENDING,,5000.0,0.0,5000.0,FRANK SIGNORELLI,"AT TIME OF INCIDENT, LIFT DIRECTOR LOG ON SITE WAS FOUND TO BE INADEQUATE. MASTER RIGGER ON SITE IS NOT CALLED OUT ON LOG, NO SIGNAL MAN CALLED OUT ON LOG, NO CD OR CN NUMBER ON LOG. REMEDY: MAINTAIN CRANE/DERR",,ecb_violations
